"DIM","funcId","ID","runtime","runs","mean","median","sd","2%","5%","10%","25%","50%","75%","90%","95%","98%"
2,2,"FULLNEWUOA",4400,15,5.283976292754e-07,9.339743201e-09,2.01589898463963e-06,2.43211843548e-09,3.9039889542e-09,5.189588137e-09,6.7531971125e-09,9.339743201e-09,9.944962187e-09,9.9819317256e-09,2.35161856485239e-06,5.62990690674095e-06
2,20,"FULLNEWUOA",4400,15,0.0789588901363429,5.684341886e-13,0.208371982008226,0,0,8.17124146000001e-15,2.842170943e-14,5.684341886e-13,3.393552106e-11,0.355315006158804,0.5921916731,0.5921916731
2,21,"FULLNEWUOA",4400,15,0.0461237991683403,5.059177965e-09,0.178636684928093,2.45377123066936e-10,6.1241962612789e-10,1.81180439556e-09,3.5642848675e-09,5.059177965e-09,9.5761264475e-09,9.8914625824e-09,0.207557080287228,0.498136978834891
2,22,"FULLNEWUOA",4400,15,9.72816422946667e-09,8.910205906e-09,4.29026381453453e-09,5.75633293924e-09,6.7862913511e-09,7.5652451414e-09,8.4432763e-09,8.910205906e-09,9.7365386865e-09,9.8870486908e-09,1.4328973207e-08,2.04789733948e-08
2,23,"FULLNEWUOA",4400,15,0.094254099475958,0.03131489519,0.122976504715546,4.81831547972e-09,6.3599543963e-09,7.9706012458e-09,0.00177683051143672,0.03131489519,0.14581309045,0.18874172934,0.27792031333,0.384577136092
2,24,"FULLNEWUOA",4400,15,0.299380187224447,0.398533135,0.248806877437987,4.4927332968e-10,1.1231833242e-09,3.04759169e-09,0.05322508541,0.398533135,0.4430568201,0.5814079986,0.67997955879,0.721635791016
2,3,"FULLNEWUOA",4400,15,0.0663306080174661,4.618088134e-09,0.25689732272222,9.29879462248e-11,1.60093760452e-10,2.3189183906e-10,2.1103332415e-09,4.618088134e-09,8.236774818e-09,9.530867828e-09,0.298487723977209,0.716370523850883
2,4,"FULLNEWUOA",4400,15,0.729636643500158,0.9949590571,0.590624448909829,1.23925588028e-09,1.2538549757e-09,2.3194559166e-09,9.1031777675e-09,0.9949590571,0.9949590571,0.9949590571,1.29344677417,1.711329578068
2,5,"FULLNEWUOA",4400,15,0.350150109133333,0,1.35612554134611,0,0,0,0,0,0,0,1.57567549109999,3.78162117863999
2,6,"FULLNEWUOA",4400,15,7.76572145833333e-09,7.366764976e-09,2.69742027821859e-09,3.78784193308e-09,4.7380723342e-09,5.5443166502e-09,5.806487735e-09,7.366764976e-09,9.7490584495e-09,9.953873104e-09,1.10991134498e-08,1.267305080192e-08
2,7,"FULLNEWUOA",4400,15,2.80180390316133e-08,3.626780654e-09,9.59280429675954e-08,6.74758098288e-10,6.9525114552e-10,9.0727763064e-10,1.606753841e-09,3.626780654e-09,5.1551787285e-09,6.2414148514e-09,1.170732009201e-07,2.7165357396804e-07
2,8,"FULLNEWUOA",4400,15,5.96955349358404e-07,7.625317267e-09,2.29115005737508e-06,1.524753656672e-10,3.45632855678e-10,6.9916126204e-10,1.9239294605e-09,7.625317267e-09,9.562135972e-09,9.8564157722e-09,2.67062816220929e-06,6.39562567608371e-06
2,9,"FULLNEWUOA",4400,15,1.55109302422859e-06,2.785959907e-09,5.99768014088795e-06,1.97638883032e-11,4.26950919055e-11,8.939480267e-11,3.282707439e-10,2.785959907e-09,4.934804565e-09,7.0037728506e-09,6.97509640417127e-06,1.67288858456685e-05
2,1,"BFGS",4400,15,17.4843257660933,16.07166993,16.0343826623578,8.3417717192e-14,1.0729195313e-13,0.0948074857600747,6.228363457,16.07166993,21.928692625,36.302013752,43.658665957,51.6837700048
2,10,"BFGS",4400,15,1.60772298812121e-07,3.706173146e-08,2.20528147654974e-07,2.36067876362152e-10,5.8954086058423e-10,2.13918838216e-09,1.1145885994e-08,3.706173146e-08,2.8325353795e-07,5.1250130748e-07,5.3461404117e-07,5.61258040608e-07
2,11,"BFGS",4400,15,8.43400427433653e-08,4.764127937e-08,1.01381995389041e-07,1.495436663256e-10,3.09739789344e-10,8.819810661e-10,1.884532708e-08,4.764127937e-08,1.266455607e-07,1.7756892986e-07,2.450662471e-07,3.2308142182e-07
2,12,"BFGS",4400,15,2.14117968268187e-07,1.980606612e-08,6.89311928771361e-07,4.3404398298e-10,7.216673481e-10,2.29468710694e-09,8.1018782785e-09,1.980606612e-08,3.3161732915e-08,1.81514005252e-07,9.75940736199997e-07,2.00808925108e-06
2,13,"BFGS",4400,15,0.0429886890455933,0.005509564839,0.0916776619499215,0.00041665465666,0.00053878076335,0.00119076909882,0.003453659515,0.005509564839,0.02783107788,0.093677805032,0.19691994739,0.290333859856
2,14,"BFGS",4400,15,1.34116622998333e-08,6.871665903e-09,2.27882231797452e-08,1.06497395784e-09,1.17395089185e-09,1.407212835e-09,3.663750192e-09,6.871665903e-09,1.3158423685e-08,1.7716715208e-08,4.13767047299999e-08,7.25532487439999e-08
2,15,"BFGS",4400,15,0.769328360192013,1.000342437,0.717993348813681,7.189345297e-10,8.5805567095e-10,1.144309180882e-08,3.204592858e-07,1.000342437,1.149285894,1.4791766426,1.7587805753,2.04415865612
2,16,"BFGS",4400,15,2.881309052826,1.337224799,3.5033427943126,0.0827241312808,0.126637338217,0.32134679356,0.59108190115,1.337224799,3.823190218,5.8182702864,8.16642284999999,11.3032044
2,17,"BFGS",4400,15,0.817997799224,0.8334816291,0.732863976687831,0.0505297099632,0.077996671068,0.09879535932,0.1728861451,0.8334816291,1.4104401235,1.5325716118,1.8269222596,2.22315022684
2,18,"BFGS",4400,15,1.56248129,1.129570276,1.01035422423659,0.382759929252,0.41218892643,0.47108306726,0.7902255907,1.129570276,2.437371917,2.9258607694,3.056354041,3.2232113806
